Headline;Summary;Organization;Category;File format;Views;Tags;URL
Dzīves kvalitāte pilsētās;Tabulā apkopoti iedzīvotāju aptaujas rezultāti par dzīves kvalitāti lielajās Latvijas pilsētās - Daugavpilī, Jelgavā, Jēkabpilī, Jūrmalā, Liepājā, Rēzeknē, Valmierā un Ventspilī. Aptaujas laikā iedzīvotājiem tika uzdoti jautājumi par viņu apmierinātību ar sabiedrisko pakalpojumu kvalitāti (veselības aprūpi, izglītību), nodarbinātību, ikdienas pārvietošanās paradumiem un dzīves apstākļiem kopumā. 2017. gadā aptauja veikta Eiropas Komisijas finansētā granta “Teritoriālās statistikas (galvenokārt pilsētas) iegūšana” (Data collection for sub-national statistics (mainly cities)) ietvaros.;Centrālā statistikas pārvalde;Iedzīvotāji un sabiedrība, Reģioni un pašvaldības, ;CSV, PDF, ;2007 skatījumi;dzīves kvalitāte, pilsēta, ;https://data.gov.lv/dati/lv/dataset/dzives-kvalitate-pilsetas
Statistika;"1) Preču zīmju statistika
2) Izgudrojumu statistika
3) Dizainparaugu statistika";Latvijas Republikas Patentu valde;Ekonomika un uzņēmējdarbība, ;XLSX, ;335 skatījumi;;https://data.gov.lv/dati/lv/dataset/statistika
Pasta indeksu grāmata;Pasta indekss ir svarīgākā adreses sastāvdaļa, kas nav atkarīga no tā, kura pasta nodaļa veic piegādi konkrētajai adresei. Pareiza indeksa izmantošana ir viens no kvalitatīvu pasta pakalpojumu saņemšanas nosacījumiem.;VAS Latvijas Pasts;Reģioni un pašvaldības, ;;1071 skatījumi;adreses, indekss, novads, pilsēta, ;https://data.gov.lv/dati/lv/dataset/pasta-indeksu-gramata
Publisko iepirkumu publikāciju rādītāji - gadi;Publisko iepirkumu likuma (PIL), Sabiedrisko pakalpojumu sniedzēju iepirkumu likuma (SPSIL), Aizsardzības un drošības jomas iepirkumu likuma (ADJIL), Publiskās un privātās partnerības likuma (PPPL) un Ministru kabineta noteikumu par pasūtītāju finansētajiem projektiem kārtībā publicēto iepirkumu paziņojumu skaits un līgumcenas pa gadiem;Iepirkumu uzraudzības birojs;Ekonomika un uzņēmējdarbība, Valsts pārvalde, ;XLS, CSV, ;299 skatījumi;2016, 2017, 2018, ADJIL, PIL, PPPL, SPSIL, iepirkumi, pasūtītāju finansēt..., paziņojumi, ;https://data.gov.lv/dati/lv/dataset/publisko-iepirkuma-likuma-publikaciju-raditaji-gadi
Nekustamo īpašumu karte (Nodrošinājuma valsts aģentūra);"Nodrošinājuma valsts aģentūras apsaimniekotie iekšlietu iestāžu nekustamo īpašumu objekti
Papildu informācija: http://www.nva.iem.gov.lv/lat/nekustamo-ipasumu-parvaldisana";Nodrošinājuma valsts aģentūra;Cits;XLSX, KMZ, ;875 skatījumi;nekustamais īpašums, ;https://data.gov.lv/dati/lv/dataset/nekustamo-ipasumu-karte-nodrosinajuma-valsts-agentura
Apmaksāto ELFLA (2014-2020) un EJZF (2014-2020) projektu publiskā finansējuma karte;Informācija par apmaksāto ELFLA (2014-2020) un EJZF (2014-2020) projektu publisko finansējumu;Lauku atbalsta dienests;Reģioni un pašvaldības, Zemkopība, pārtika un mežsaimniecība, ;HTML, ;210 skatījumi;Lauku atbalsta dien..., lauksaimniecība, publiskā finansējum..., zivsaimniecība, ;https://data.gov.lv/dati/lv/dataset/apmaksato-elfla-2014-2020-un-ejzf-2014-2020-projektu-publiska-finansejuma-karte
Sociālās, izglītības un kultūras komitejas sēžu darba kārtības;"/\/\/\/\/\/       Olaines novada pašvaldības datu kopa       \/\/\/\/\/\


Datu kopa apvieno Olaines novada pašvaldības institūcijas ""Sociālo, izglītības un kultūras jautājumu komiteja"" sēžu darba kārtībās ietvertos jautājumus, kā arī to referentus.

Mērķis - dot iespēju tautai izsekot un analizēt tendences un tematiku, kas aktuāla pašvaldībā.
Komitejas sēdes ir atklātas un notiek regulāri, ne retāk kā reizi mēnesī Zemgales ielā 33, Olainē, parasti katra mēneša otrajā trešdienā plkst.15.00. Tās netiek filmētas un to audioieraksti netiek publiskoti.
Tekošā mēneša sēžu saraksts pieejams šeit.
N.B. Dēļ ES Datu regulas fiziskās personas dati netiek publiskoti.

Datu lauki (struktūra)

publiska_persona - publiskās personas nosaukums
institucija - publiskās personas institūcijas/iestādes nosaukums
datums - sēdes datums
laiks - sēdes sākšanās laiks
npk - numurs pēc kārtas, #
jautajums - darba kārtības jautājuma nosaukums
jautajuma_tips - darba kārtības jautājuma tips
referents - persona(s), kura(s) referē šajā jautājumā


Šos atkātos datus nodrošina
Domes deputātsOskars Galanders.";Olaines novada pašvaldība;Reģioni un pašvaldības, ;CSV, ODS, ;142 skatījumi;Olaine, Sociālā izglītības ..., darba kārtība, pašvaldība, ;https://data.gov.lv/dati/lv/dataset/socialas-izglitibas-un-kulturas-komitejas-sezu-darba-kartibas
Domes sēžu darba kārtības;"/\/\/\/\/\/       Olaines novada pašvaldības datu kopa       \/\/\/\/\/\


Datu kopa apvieno Olaines novada pašvaldības iestādes ""Dome"" sēžu darba kārtībās ietvertos jautājumus, kā arī to referentus.

Mērķis - dot iespēju tautai izsekot un analizēt tendences un tematiku, kas aktuāla pašvaldībā.
Domes sēdes ir atklātas un notiek regulāri, ne retāk kā reizi mēnesī Zemgales ielā 33, Olainē. To audioieraksti ir publiski pieejami, bet to videoieraksti netiek veikti finansiālu apsvērumu dēļ.
N.B. Dēļ ES Datu regulas fiziskās personas dati netiek publiskoti.

Datu lauki (struktūra)

publiska_persona - publiskās personas nosaukums
institucija - publiskās personas institūcijas/iestādes nosaukums
datums - sēdes datums
laiks - sēdes sākšanās laiks
npk - numurs pēc kārtas, #
jautajums - darba kārtības jautājuma nosaukums
jautajuma_tips - darba kārtības jautājuma tips
referents - persona(s), kura(s) referē šajā jautājumā


Šos atkātos datus nodrošina
Domes deputātsOskars Galanders.";Olaines novada pašvaldība;Reģioni un pašvaldības, Valsts pārvalde, ;CSV, ODS, ;230 skatījumi;Olaine, darba kārtība, dome, pašvaldība, ;https://data.gov.lv/dati/lv/dataset/domes-sezu-darba-kartibas
Dzezlceļa tīkls (INSPIRE dati);Valsts nozīmes dzelzceļa galvenie ceļi un stacijas;ĢDS Metadatu katalogs;Transports, ;WMS, ;300 skatījumi;Transport networks, dzelzceļš, ;https://data.gov.lv/dati/lv/dataset/dzezlcea-tkls-inspire-dati
Saslimstība ar 2. tipa cukura diabētu Latvijā;Pirmreizēji reģistrēto 2. tipa cukura diabēta pacientu skaits sadalījumā pa vecuma grupām, dzimumiem un statistiskajiem reģioniem. Dati pieejami par 2015.- 2017. gadu.;Slimību profilakses un kontroles centrs;Veselība, ;XLS, CSV, JSON, ;1500 skatījumi;dzimums, oficiālā statistika, statistiskais reģions, vecums, veselība, ;https://data.gov.lv/dati/lv/dataset/saslims
RAIM datu kopas: Lauku atbalsta dienesta dati par ELGF projektu skaitu un finansējuma summām;Datu kopa satur informāciju par ELGF projektu skaitu un finansējuma summām konkrētajā gadā, dalījumā pa plānošanas reģioniem, pašvaldībām un to teritoriālajām vienībām.;Valsts reģionālās attīstības aģentūra;Ekonomika un uzņēmējdarbība, Zemkopība, pārtika un mežsaimniecība, ;XLSX, ;216 skatījumi;ELGF, ES fondi, Lauku atbalsta dien..., RAIM, ;https://data.gov.lv/dati/lv/dataset/raim-lad-elgf
RAIM datu kopas: Valsts kases dati par pašvaldību budžetu ieņēmumiem;Datu kopa satur informāciju par pašvaldibu budžetu ieņēmumiem, dalījumā pa ieņēmumu veidiem. Dati iegūti no pašvaldību budžetu izpildes auditētajiem pārskatiem.;Valsts reģionālās attīstības aģentūra;Ekonomika un uzņēmējdarbība, Reģioni un pašvaldības, ;XLSX, ;428 skatījumi;RAIM, Valsts kase, budžets, ieņēmumi, pašvaldība, ;https://data.gov.lv/dati/lv/dataset/raim-vk-ienemumi
RAIM datu kopas: Lauku atbalsta dienesta dati par ELFLA projektu skaitu un finansējuma summām;Datu kopa satur informāciju par ELGF projektu skaitu un finansējuma summām konkrētajā gadā, dalījumā pa plānošanas reģioniem, pašvaldībām un to teritoriālajām vienībām.;Valsts reģionālās attīstības aģentūra;Ekonomika un uzņēmējdarbība, Zemkopība, pārtika un mežsaimniecība, ;XLSX, ;139 skatījumi;ELFLA, ES fondi, Lauku atbalsta dien..., RAIM, ;https://data.gov.lv/dati/lv/dataset/raim-lad-elfla-proj
RAIM datu kopas: Lauku atbalsta dienesta dati par ELFLA atbalsta saņēmēju skaitu un finansējuma summām;Datu kopa satur informāciju par ELGF atbalsta saņēmēju skaitu un finansējuma summām konkrētajā gadā, dalījumā pa plānošanas reģioniem, pašvaldībām un to teritoriālajām vienībām.;Valsts reģionālās attīstības aģentūra;Ekonomika un uzņēmējdarbība, Zemkopība, pārtika un mežsaimniecība, ;XLSX, ;155 skatījumi;ELFLA, ES fondi, Lauku atbalsta dien..., RAIM, ;https://data.gov.lv/dati/lv/dataset/raim-lad-elfla
RAIM datu kopas: Pilsonības un migrācijas lietu pārvaldes dati par dzimušo iedzīvotāju skaitu;Datu kopa satur informāciju par konkrētajā gadā dzimušo iedzīvotāju skaitu, dalījumā pa plānošanas reģioniem, pašvaldībām un to teritoriālajām vienībām un dalījumā pa dzimumiem.;Valsts reģionālās attīstības aģentūra;Iedzīvotāji un sabiedrība, ;XLSX, ;211 skatījumi;Iedzīvotāji, Pilsonības un migrā..., RAIM, ;https://data.gov.lv/dati/lv/dataset/raim-pmlp-dzimusie
RAIM datu kopas: Pilsonības un migrācijas lietu pārvaldes dati par mirušo iedzīvotāju skaitu;Datu kopa satur informāciju par konkrētajā gadā mirušu iedzīvotāju skaitu, dalījumā pa plānošanas reģioniem, pašvaldībām un to teritoriālajām vienībām un dalījumā pa dzimumiem un vecuma grupām.;Valsts reģionālās attīstības aģentūra;Iedzīvotāji un sabiedrība, ;XLSX, ;198 skatījumi;Iedzīvotāji, Pilsonības un migrā..., RAIM, ;https://data.gov.lv/dati/lv/dataset/raim-pmlp-mirusie
RAIM datu kopas: Pilsonības un migrācijas lietu pārvaldes dati par iedzīvotāju skaitu;Datu kopa satur informāciju par iedzīvotāju skaitu konkrētā gada sākumā, dalījumā pa plānošanas reģioniem, pašvaldībām un to teritoriālajām vienībām un dalījumā pa dzimumiem un vecuma grupām.;Valsts reģionālās attīstības aģentūra;Iedzīvotāji un sabiedrība, ;XLSX, ;188 skatījumi;Iedzīvotāji, Pilsonības un migrā..., RAIM, ;https://data.gov.lv/dati/lv/dataset/raim-pmlp-iedzivotaji
RAIM datu kopas: Lauku atbalsta dienesta dati par EZF projektu skaitu un finansējuma summām;Datu kopa satur informāciju par EZF projektu skaitu un finansējuma summām konkrētajā gadā, dalījumā pa plānošanas reģioniem, pašvaldībām un to teritoriālajām vienībām.;Valsts reģionālās attīstības aģentūra;Ekonomika un uzņēmējdarbība, Zemkopība, pārtika un mežsaimniecība, ;XLSX, ;149 skatījumi;ES fondi, EZF, Lauku atbalsta dien..., RAIM, ;https://data.gov.lv/dati/lv/dataset/raim-lad-ezf
RAIM datu kopas: Valsts kases dati par pašvaldību budžetu izdevumiem;Datu kopa satur informāciju par pašvaldibu budžetu izdevumiem, dalījumā pa izdevumu veidiem (vienlaicīgi - gan pēc pašvaldību funkciju, gan ekonomiskās klasifikācijas). Dati iegūti no pašvaldību budžetu izpildes auditētajiem pārskatiem.;Valsts reģionālās attīstības aģentūra;Ekonomika un uzņēmējdarbība, Reģioni un pašvaldības, Valsts pārvalde, ;XLSX, ;370 skatījumi;RAIM, Valsts kase, budžets, izdevumi, pašvaldība, ;https://data.gov.lv/dati/lv/dataset/raim-vk-izdevumi
Latvijas Republikas tiesību aktu tulkojumi angļu valodā;Tulkojumu katalogā apkopoti Valsts valodas centra veiktie tulkojumi – Latvijas Republikas tiesību akti angļu valodā. Ja par kādu no tulkojumiem rodas kādas neskaidrības, ieteikumi vai jautājumi, lūdzam sazināties ar Valsts valodas centru, rakstot uz e-pasta adresi info@vvc.gov.lv.;Valsts valodas centrs;Tieslietas, iekšlietas un drošība, Zinātne un tehnoloģijas, ;DOC, ;225 skatījumi;VVC, likumu tulkojumi, tiesību akti, tiesību akti angļu ..., tulkojums, tulkojums angļu valodā, tulkojumu katalogs, ;https://data.gov.lv/dati/lv/dataset/tulkojumu-katalogs
13.Saeimas vēlēšanas;13.Saeimas vēlēšanas;Centrālā vēlēšanu komisija;Valsts pārvalde, ;JSON, ;1714 skatījumi;saeimas, vēlēšanas, ;https://data.gov.lv/dati/lv/dataset/13-saeimas-velesanas
Adrešu punkti;Satur Rīgas pilsētas pašvaldības administratīvā teritorijā piešķirto adrešu punktus .shp un .xlsx formātos;Rīgas dome;Reģioni un pašvaldības, ;ZIP, CSV, ;1651 skatījumi;Rīgas dome, Rīgas pašvaldība, adreses, ;https://data.gov.lv/dati/lv/dataset/adresu-punkti
Transportlīdzekļu reģistrācijas;CSDD veiktās transportlīdzekļu reģistrācijas;VAS Ceļu Satiksmes Drošības Direkcija;Transports, ;CSV, ;1381 skatījumi;CSDD, reģistrācija, transports, ;https://data.gov.lv/dati/lv/dataset/transportlidzeklu-registracijas
Tehniskās apskates;CSDD veiktās tehniskās apskates.;VAS Ceļu Satiksmes Drošības Direkcija;Transports, ;CSV, ;1468 skatījumi;CSDD, apskate, tehniskā apskate, transports, ;https://data.gov.lv/dati/lv/dataset/tehniskas-apskates
2011. gada tautas nobalsošanas par 10.Saeimas atlaišanu rezultāti;gada tautas nobalsošanas par 10.Saeimas atlaišanu rezultāti;Centrālā vēlēšanu komisija;Valsts pārvalde, ;XML, ;155 skatījumi;tautas nobalsošana, ;https://data.gov.lv/dati/lv/dataset/2011-gada-tautas-nobalsosanas-par-10-saeimas-atlaisanu-rezultati
2012. gada tautas nobalsošanas par likumprojekta “Grozījumi Latvijas Republikas Satversmē” pieņemšanu (valodas referendums) rezultāti;gada tautas nobalsošanas par likumprojekta “Grozījumi Latvijas Republikas Satversmē” pieņemšanu (valodas referendums) rezultāti;Centrālā vēlēšanu komisija;Valsts pārvalde, ;XML, ;167 skatījumi;tautas balsošana, ;https://data.gov.lv/dati/lv/dataset/2012-gada-tautas-nobalsosanas-valodas-referendums
Latviešu dziesmu svētku digitālā kolekcija;"Latviešu dziesmu un deju svētku digitālās kolekcijas objektu metadatu kopa. Datu kopa satur digitālajā kolekcijā dziesmusvetki.lndb.lv ievietoto objektu aprakstus ar norādēm uz objektu publiski pieejamajām datnēm.
Dziesmu svētki, digitālās kolekcijas.";Latvijas Nacionālā bibliotēka;Kultūra, ;ZIP, ;449 skatījumi;dziesmu svētki, kultūra, ;https://data.gov.lv/dati/lv/dataset/latviesu-dziesmu-svetku-digitala-kolekcija
Kriminālā statistika;"Statistiskais pārskats par valstī reģistrētajiem noziedzīgajiem nodarījumiem, kas kvalificēti pēc Krimināllikuma panta un pēc piederības pie grupas objekta, iedalījumā pēc administratīvās teritorijas:
- noziedzīgo nodarījumu uzskaita pēc noziedzīga nodarījuma izdarīšanas adreses un atspoguļo pie attiecīgās administratīvās teritorijas;
- statistiskajā pārskatā par gada laikā valstī reģistrētajiem noziedzīgajiem nodarījumiem ietver noziedzīgus nodarījumus, kas kvalificēti pēc Krimināllikuma panta, un noziedzīgus nodarījumus, kas kvalificēti pēc piederības pie grupas objekta, par kuriem ziņas ievadītas informācijas sistēmās no kārtējā gada 1.janvāra līdz 31.decembrim. Statistiskajā pārskatā netiek iekļauti noziedzīgi nodarījumi, par kuriem izmeklēšanu izbeidz, pamatojoties uz Kriminālprocesa likuma 377.panta 1. vai 2.punktu.";Iekšlietu ministrijas Informācijas centrs;Tieslietas, iekšlietas un drošība, ;XLSX, ;1230 skatījumi;kriminālstatistika, kriminālā statistika, noziedzīgie nodarījumi, noziedzīgo nodarīju..., ;https://data.gov.lv/dati/lv/dataset/kriminala-statistika
Statistika par personām, kurām ir tiesības uz aizstāvību;Statistiskajā pārskatā atspoguļo fiziskas un juridiskas personas, attiecībā uz kurām atskaites periodā Kriminālprocesa informācijas sistēmā ievadīts lēmums par kriminālprocesa uzsākšanu (ja kriminālprocesa figurē persona pret kuru uzsākts kriminālprocess), aizturēšanas protokols, lēmums par personas atzīšanu par aizdomās turēto, saukšanu pie kriminālatbildības, kriminālprocesa nodošanu tiesai, procesa turpināšanu medicīniska/audzinoša rakstura piespiedu līdzekļu piemērošanai, prokurora priekšraksts par sodu vai notiesājošs tiesas nolēmums. Pārskatā neatspoguļo informāciju par personām, pret kurām kriminālprocess kopumā vai attiecīgais noziedzīgais nodarījums izbeigts pēc Kriminālprocesa likuma 377.panta 1.punkta vai 2.punkta;Iekšlietu ministrijas Informācijas centrs;Iedzīvotāji un sabiedrība, Tieslietas, iekšlietas un drošība, ;XLSX, ;369 skatījumi;tiesības uz aizstāvību, ;https://data.gov.lv/dati/lv/dataset/statistika-par-personam-kuram-ir-tiesibas-uz-aizstavibu
Statistika par noziedzīgu nodarījumu rezultātā cietušām personām;"Fiziskas un juridiskas personas, attiecībā uz kurām atskaites periodā Kriminālprocesa informācijas sistēmā ievadīts lēmums par atzīšanu par cietušo, Līķa apskates protokols, kā arī veikts cietušās personas apraksts, izmantojot Kriminālprocesa informācijas sistēmas pogu ""Bojā gājusī persona"".  Pārskatā neatspoguļo personas, kurām ir atcelts lēmums par personas atzīšanu par cietušo, kā arī ievadīts lēmums par kriminālprocesa vai attiecīga noziedzīga nodarījuma, kurā cietusi persona, izbeigšanu pēc Kriminālprocesa likuma 377.panta 1.punkta vai 2.punkta";Iekšlietu ministrijas Informācijas centrs;Iedzīvotāji un sabiedrība, Tieslietas, iekšlietas un drošība, ;XLSX, ;414 skatījumi;atzīts par cietušo, cietušās personas, noziedzīgie nodarījumi, tiesības uz aizstāvību, ;https://data.gov.lv/dati/lv/dataset/statistika-par-noziedzigu-nodarijumu-rezultata-cietusam-personam
Ceļu satiksmes negadījumu, pārkāpumu un noziegumu ceļu satiksmes jomā notikuma vietu dati https://gis.ic.iem.gov.lv/giswebcais/;Informācija par ceļu satiksmes negadījumu vietām kur iet bojā vai tiek ievainoti cilvēki, kā arī par vietām, kur tiek konstatēti administratīvie pārkāpumi un noziegumi ceļu satiksmes jomā. Pieejami dati sākot ar 01.01.2015.;Iekšlietu ministrijas Informācijas centrs;Iedzīvotāji un sabiedrība, Reģioni un pašvaldības, Transports, ;CSV, ;1362 skatījumi;CAIS, CSNg, CSNg iemesli, Ceļu satiksmes nega..., Gājēji, Melnie punkti, Negadījumi ar bojāg..., Negadījumi uz ceļa, Negadījumi uz ielas, Noziegumi ceļu sati..., Pārkāpumi, atstarotāji, avārija, ceļu satiksme, sadursme, statistika, velosipēdisti, ātruma pārsniegšana, ;https://data.gov.lv/dati/lv/dataset/giswebcais
Rīgas pašvaldības finansējuma izlietojums skolēnu ēdināšanai;"Datu kopa, kurā reizi mēnesī tiek attēlots Rīgas pašvaldības finansējuma izlietojums skolēnu ēdināšanai Rīgas pašvaldības vispārējās izglītības iestādēs. Finansējums tiek piešķirts skolēnu ēdināšanai no 5. līdz 9. klasei.
Apkopotie datu lauki:
id – ieraksta identifikators
atskaite_id – atskaites identifikators
atskaite_datums – atskaite datums
atskaite_menesis – atskaite menesis
iestades_nosaukums – iestades nosaukums
grupa_1 – skolēnu 1. klašu grupa
grupa_2 – skolēnu 2. klašu grupa
grupa_3 – skolēnu 3. klašu grupa
grupa_4 – skolēnu 4. klašu grupa
grupa_5 – skolēnu 5. klašu grupa
grupa_6 – skolēnu 6. klašu grupa
grupa_7 – skolēnu 7. klašu grupa
grupa_8 – skolēnu 8. klašu grupa
grupa_9 – skolēnu 9. klašu grupa
grupa_10 – skolēnu 10. klašu grupa
grupa_11 – skolēnu 11. klašu grupa
grupa_12 – skolēnu 12. klašu grupa
porcijas_uztura_korekcija – porcijas uztura korekcija
pakalpojumu_sniedzejs – pakalpojumu sniedzējs
pvn_maksatajs – PVN maksātājs
pasv_uztura_korekcija – pašvaldības uztura korekcija
valsts_finansejums – valsts finansējums";Rīgas dome;Iedzīvotāji un sabiedrība, Izglītība un sports, Valsts pārvalde, ;OData, ;431 skatījumi;Rīgas dome, Rīgas pašvaldība, finansējums, skolas, skolēni, statistika, ēdināšana, ;https://data.gov.lv/dati/lv/dataset/pasvaldibas-finansejuma-izlietojums-skolenu-edinasanai
